(1, ('346', '370'), 0.353)	9176.96600549025	26.27484440803528
(1, ('433', '468'), 0.675)	9040.48307168869	27.21660542488098
(1, ('807', '866'), 0.568)	8344.31385572488	26.643354415893555
(1, ('3369', '3419'), 0.384)	5729.60900245888	26.489468574523926
(1, ('4116', '4168'), 0.773)	5387.78842336228	25.92585849761963
(1, ('4474', '4511'), 0.683)	5280.07884765914	27.375342845916748
(1, ('4564', '4586'), 0.438)	5944.59088543973	26.490161657333374
(1, ('6019', '6065'), 0.328)	5311.66974095822	28.0165593624115
(2, ('346', '370'), 0.353)	113526184.396347	46.54303193092346
(2, ('433', '468'), 0.675)	110663929.363899	47.65953254699707
(2, ('807', '866'), 0.568)	97562346.2982638	46.30372071266174
(2, ('3369', '3419'), 0.384)	46661779.1119422	46.604042291641235
(2, ('4116', '4168'), 0.773)	39976357.1648278	44.9137442111969
(2, ('4474', '4511'), 0.683)	37737370.3336065	47.422497034072876
(2, ('4564', '4586'), 0.438)	43605559.2351103	46.58518719673157
(2, ('6019', '6065'), 0.328)	36366503.9772999	49.04609680175781
